-6.639053225517272949e-01,-1.751723885536193848e+00,-6.173200607299804688e-01,-1.201635837554931641e+00,2.809344530105590820e-01,8.142354488372802734e-01,3.203556686639785767e-02,-5.471219420433044434e-01
1.925568655133247375e-02,-4.561256766319274902e-01,-3.694507777690887451e-01,3.409607410430908203e-01,4.578159153461456299e-01,-1.112112775444984436e-02,3.964200243353843689e-02,-2.743528783321380615e-01
1.826096624135971069e-01,-5.285435914993286133e-01,4.112747311592102051e-01,-3.875539898872375488e-01,-2.397856302559375763e-02,4.233037233352661133e-01,9.681182354688644409e-02,-4.152488112449645996e-01
3.996443450450897217e-01,9.958518147468566895e-01,4.894360899925231934e-01,1.137673780322074890e-01,5.111975669860839844e-01,1.526991605758666992e+00,-3.028091192245483398e-01,-7.222933769226074219e-01
3.203249275684356689e-01,1.479939818382263184e-01,2.968950569629669189e-01,2.396723031997680664e-01,1.046652197837829590e+00,1.017596125602722168e+00,-6.174976006150245667e-03,2.944016158580780029e-01
-7.390869855880737305e-01,2.973653078079223633e-01,5.947813764214515686e-02,1.356603801250457764e-01,-5.792838931083679199e-01,4.541516602039337158e-01,-1.418499499559402466e-01,5.111287906765937805e-02
1.684658676385879517e-01,-9.986283779144287109e-01,-1.758052110671997070e-01,-5.967068076133728027e-01,7.464095950126647949e-01,8.350559473037719727e-01,2.576653361320495605e-01,-1.347102642059326172e+00
-5.246891379356384277e-01,-5.654708743095397949e-01,-5.201585888862609863e-01,-6.667051911354064941e-01,1.275446414947509766e-01,2.017506957054138184e-02,4.103844985365867615e-02,3.875945806503295898e-01
-4.220826625823974609e-01,-9.565364718437194824e-01,-5.681447386741638184e-01,1.020510420203208923e-01,-4.923568964004516602e-01,2.550804316997528076e-01,-1.491574198007583618e-02,-8.201741576194763184e-01
-2.864242494106292725e-01,-7.758755981922149658e-02,-1.950906403362751007e-02,-2.527707219123840332e-01,-1.460033774375915527e+00,-4.969578981399536133e-01,-5.205122008919715881e-02,-1.484970897436141968e-01
-7.508699297904968262e-01,-9.627271294593811035e-01,-1.165350914001464844e+00,4.540999829769134521e-01,-7.007693052291870117e-01,-3.547719717025756836e-01,-1.119636837393045425e-02,6.551048159599304199e-01
-3.305610120296478271e-01,-6.020264700055122375e-02,-3.073767423629760742e-01,2.494549274444580078e+00,1.043234586715698242e+00,7.986199855804443359e-02,1.532537043094635010e-01,8.432932496070861816e-01
-8.819518685340881348e-01,-9.406304955482482910e-01,1.001298706978559494e-02,-2.760511338710784912e-01,2.695154547691345215e-01,-1.009958863258361816e+00,-7.208691239356994629e-01,-3.830244541168212891e+00
-6.261162757873535156e-01,-8.561307191848754883e-01,-1.074610948562622070e+00,-1.463451504707336426e+00,-1.231099739670753479e-01,-6.159062981605529785e-01,2.271505594253540039e-01,-2.616759538650512695e-01
2.648029029369354248e-01,6.338549852371215820e-01,1.210828721523284912e-01,1.046133637428283691e+00,-1.250744104385375977e+00,-7.133608460426330566e-01,6.132916733622550964e-02,3.875570297241210938e-01
8.375503420829772949e-01,3.433141112327575684e-01,4.114443063735961914e-01,1.066123008728027344e+00,6.662803292274475098e-01,-1.003731608390808105e+00,-2.780547179281711578e-02,2.271006107330322266e+00
6.869853287935256958e-02,-7.122712731361389160e-01,-6.106793284416198730e-01,4.163553416728973389e-01,-1.495114326477050781e+00,-1.111678481101989746e+00,5.169805884361267090e-02,-1.228140115737915039e+00
-2.376066297292709351e-01,1.495027393102645874e-01,9.100629687309265137e-01,3.453707098960876465e-01,-1.284916281700134277e+00,-9.275500178337097168e-01,7.818859815597534180e-02,-7.117821574211120605e-01
-2.081924490630626678e-02,-7.406816482543945312e-01,-5.135799050331115723e-01,-5.680343508720397949e-02,1.199463367462158203e+00,9.571267366409301758e-01,3.429765999317169189e-02,-1.046128049492835999e-01
-1.275387778878211975e-02,-1.933839288540184498e-03,6.912551522254943848e-01,7.635545134544372559e-01,-6.186780333518981934e-01,-1.775875836610794067e-01,-1.713555492460727692e-02,4.723513722419738770e-01
6.117104291915893555e-01,1.134591400623321533e-01,5.649408102035522461e-01,-3.597670421004295349e-02,-8.672973513603210449e-01,3.920980915427207947e-02,1.371820420026779175e-01,-7.481571435928344727e-01
3.126533627510070801e-01,6.806558370590209961e-01,1.303030103445053101e-01,4.666721820831298828e-01,1.775581121444702148e+00,-1.336309462785720825e-01,-3.488837555050849915e-02,-2.343457750976085663e-02
2.442720532417297363e-01,-1.126825928688049316e+00,-1.753585487604141235e-01,-1.731796622276306152e+00,-4.225539863109588623e-01,-8.855698108673095703e-01,-2.589988708496093750e-01,-2.401704311370849609e+00
-8.996498584747314453e-02,-2.865856289863586426e-01,1.696154326200485229e-01,-1.138940215110778809e+00,1.222009658813476562e+00,5.196987390518188477e-01,2.503714710474014282e-02,-7.775219678878784180e-01
