-8.221668601036071777e-01,-4.068498313426971436e-01,-1.848003268241882324e+00,-3.040480613708496094e-01,7.504897713661193848e-01,7.248124480247497559e-01,3.161789774894714355e-01,-2.282809615135192871e-01
-5.009418353438377380e-03,8.782764673233032227e-01,7.113707065582275391e-01,1.059636473655700684e+00,1.236034989356994629e+00,3.179375529289245605e-01,-1.632141172885894775e-01,-8.656095862388610840e-01
8.606745302677154541e-02,-2.522824518382549286e-02,2.703651189804077148e-01,3.728933930397033691e-01,-6.703874468803405762e-01,-5.505537390708923340e-01,2.820060774683952332e-02,5.893659591674804688e-01
6.136944051831960678e-03,4.923986792564392090e-01,7.633264660835266113e-01,5.052562952041625977e-01,-6.766097545623779297e-01,8.544380962848663330e-02,-5.883879959583282471e-02,-3.339262008666992188e-01
3.064577579498291016e-01,-2.330944985151290894e-01,1.946238577365875244e-01,9.169048815965652466e-02,6.453824043273925781e-01,1.960207223892211914e+00,1.309176906943321228e-02,-6.455062031745910645e-01
-1.642794907093048096e-01,-2.815700173377990723e-01,7.436770200729370117e-01,5.496715903282165527e-01,9.526743292808532715e-01,4.451592266559600830e-01,-4.099211394786834717e-01,7.207998037338256836e-01
-9.038586616516113281e-01,-5.882593393325805664e-01,-8.489686250686645508e-01,-8.452613353729248047e-01,-6.342636942863464355e-01,-3.044558763504028320e-01,1.210951358079910278e-01,9.548442363739013672e-01
2.118249833583831787e-01,-1.099775806069374084e-01,-6.094257831573486328e-01,2.634127810597419739e-02,2.255854606628417969e+00,-1.002788901329040527e+00,-9.439385682344436646e-02,-1.087325215339660645e+00
-3.756319284439086914e-01,-1.156754717230796814e-01,-1.569788604974746704e-01,-7.628094754181802273e-04,1.106090903282165527e+00,4.315441846847534180e-02,-4.924982786178588867e-01,2.108520507812500000e+00
4.697146415710449219e-01,-2.680855095386505127e-01,-2.289536148309707642e-01,5.301432013511657715e-01,-1.650042533874511719e-01,-1.556846261024475098e+00,-2.587434053421020508e-01,-7.164431735873222351e-03
8.026273846626281738e-01,8.672099709510803223e-01,-5.799143910408020020e-01,-1.468120574951171875e+00,-1.836161255836486816e+00,-2.362307533621788025e-02,-1.977599561214447021e-01,-4.175807535648345947e-01
